Initial objective 0.0013067952779999528	 Seed value 286324436
1	 LLH-2	0.0012941836609153313	0.0012941836609153313
2	 LLH-6	0.0012967712587096786	0.0012967712587096786
3	 LLH-2	0.0013055530703666783	0.0013055530703666783
4	 LLH-1	0.001305590439724089	0.001305590439724089
5	 LLH-0	0.0013040846928626295	0.0013040846928626295
6	 LLH-2	0.0013008654191957857	0.0013008654191957857
7	 LLH-1	0.0013008654191957857	0.0013008654191957857
8	 LLH-4	0.0012990460708051153	0.0012990460708051153
10	 LLH-3	0.001272772092795101	0.001272772092795101
11	 LLH-2	0.0012713085556538114	0.0012713085556538114
12	 LLH-5	0.001271437216028665	0.001271437216028665
13	 LLH-4	0.0012703177916981421	0.0012703177916981421
17	 LLH-3	0.001339173580127218	0.001339173580127218
18	 LLH-3	0.001429717878926787	0.001429717878926787
19	 LLH-3	0.0015692559344232101	0.001429717878926787
20	 LLH-5	0.0014304774378209924	0.0014304774378209924
21	 LLH-5	0.0014320648545170663	0.0014320648545170663
22	 LLH-2	0.001427970610588247	0.001427970610588247
23	 LLH-5	0.0014273123648982998	0.0014273123648982998
24	 LLH-5	0.0014269566971157374	0.0014269566971157374
25	 LLH-1	0.001427089787845141	0.001427089787845141
26	 LLH-3	0.001302879497421722	0.001302879497421722
27	 LLH-1	0.001302879497421722	0.001302879497421722
28	 LLH-2	0.0013014532922905964	0.0013014532922905964
29	 LLH-5	0.0013019005870530203	0.0013019005870530203
30	 LLH-4	0.0013019005870530203	0.0013019005870530203
35	 LLH-1	0.0013026535536067613	0.0013026535536067613
36	 LLH-6	0.0013027150935357031	0.0013027150935357031
37	 LLH-3	0.0012664661306517357	0.0012664661306517357
38	 LLH-1	0.0012664394442030813	0.0012664394442030813
39	 LLH-4	0.0012664394442030813	0.0012664394442030813
44	 LLH-2	0.0012736242223935898	0.0012736242223935898
45	 LLH-6	0.0012728281035724	0.0012728281035724
46	 LLH-0	0.0012718210842177732	0.0012718210842177732
47	 LLH-5	0.001272024553223735	0.001272024553223735
48	 LLH-0	0.001273027510352342	0.001273027510352342
49	 LLH-1	0.001273027510352342	0.001273027510352342
50	 LLH-3	0.0013447072401630295	0.0013447072401630295
51	 LLH-2	0.0013375115902671613	0.0013375115902671613
52	 LLH-1	0.0013375155550645428	0.0013375155550645428
